row_s,col_s,row_e,col_e,duration,timestamp,car,distance
8,3,4,4,3438.34000015,1399443288.36,421/EV639NT,7573.85152172
6,4,6,5,2044.94999981,1399444702.17,160/ET802WT,2109.31558311
6,8,4,6,1860.16000009,1399444927.81,311/EV503NT,4175.93192203
6,0,6,0,838.460000038,1399445949.51,021/ET663WT,366.163388895
5,5,5,5,1860.16000009,1399444948.23,079/ET721WT,376.957802498
5,5,6,4,2639.53999996,1399444209.69,293/ET935WT,2027.41010248
5,5,5,4,674.74000001,1399446297.21,165/ET807WT,1103.3014418
6,3,4,3,1185.88000011,1399445867.83,202/ET844WT,4821.83793992
4,3,6,3,1717.33999991,1399445356.94,259/ET901WT,2893.28695502
6,5,7,3,3683.68000007,1399443411.01,162/ET804WT,3956.13379206
4,4,2,3,1778.57000017,1399445316.12,207/ET849WT,4475.25272832
3,5,6,2,3540.27999997,1399443595.23,212/ET854WT,7154.72303528
6,5,4,3,2003.47999978,1399445172.89,206/ET848WT,5673.22136975
7,6,6,6,1022.00999999,1399446174.75,232/ET874WT,2839.68350419
2,3,2,4,1717.32999992,1399445520.44,019/ET661WT,1807.30533839
2,5,3,5,797.400000095,1399446460.78,055/ET697WT,2792.88259175
4,3,5,4,1656.0999999,1399445622.5,205/ET847WT,2990.13202927
3,3,5,3,2391.86999989,1399444907.21,076/ET718WT,3399.07700883
4,4,1,3,2207.8499999,1399445111.64,002/ET295WS,5198.47848355
4,3,1,2,3007.38000011,1399444312.11,208/ET850WT,5959.98032829
2,3,2,5,2003.37000012,1399445316.12,472/EV309TP,3225.96991862
4,7,4,6,961.00999999,1399446399.33,057/ET699WT,2014.20981751
6,7,5,4,1512.91999984,1399445908.64,078/ET720WT,4873.6900506
7,4,6,5,1839.88000011,1399445602.1,236/ET878WT,1767.36399843
6,4,5,5,1165.20000005,1399446297.21,300/ET942WT,3319.1164288
3,2,4,2,1267.25999999,1399446215.57,014/ET656WT,1753.33506816
4,5,4,5,1001.36999989,1399446481.46,182/ET824WT,667.201235493
4,3,4,4,940.0,1399446563.24,312/EV497NT,1840.44445462
4,7,4,7,224.640000105,1399447278.6,117/ET759WT,261.93139368
7,4,7,3,1144.75,1399446358.49,265/ET907WT,1329.33837067
6,5,5,4,1819.36999989,1399445724.71,237/ET879WT,2634.6989312
4,6,4,5,715.25,1399446849.23,090/ET732WT,954.026917498
8,3,6,4,3067.91000009,1399444496.58,486/EV295TP,4666.73067686
7,2,6,3,1533.01999998,1399446031.47,423/EV641NT,2845.28089229
7,4,6,6,1123.86999989,1399446481.46,112/ET754WT,3260.57793779
6,5,6,5,1757.91999984,1399445908.64,381/EV600NT,220.859988152
7,4,6,4,3272.16999984,1399444455.66,035/ET677WT,1923.82887971
4,7,7,5,1655.51999998,1399446072.31,220/ET862WT,6717.88579325
3,4,2,6,857.970000029,1399446910.68,120/ET762WT,2189.4375212
5,5,5,5,2146.1500001,1399445622.5,287/ET929WT,300.837392523
4,5,4,5,5829.88000011,1399441938.77,436/EV654NT,319.238906026
2,4,2,3,653.50999999,1399447155.97,172/ET814WT,1905.31183291
6,3,8,3,2227.79999995,1399445581.68,048/ET690WT,3613.31006258
6,2,5,7,2799.99000001,1399445029.93,061/ET703WT,8824.9943427
3,4,6,3,3415.16000009,1399444414.76,081/ET723WT,7746.1614374
6,5,5,3,3189.25,1399444640.67,306/EV495NT,3233.105374
6,2,7,6,2534.19000006,1399445356.94,361/EV580NT,6137.61853062
4,7,4,4,1573.46000004,1399446358.49,378/EV597NT,3549.55878164
6,6,6,8,1000.82999992,1399446951.54,179/ET821WT,2018.34958387
2,4,1,4,1655.15999985,1399446297.21,138/ET780WT,2020.1433978
2,4,2,6,1082.51999998,1399446931.09,201/ET843WT,3125.18218673
4,3,5,1,2022.9599998,1399445990.65,255/ET897WT,4211.59267935
4,2,5,3,1225.63999987,1399446787.97,264/ET906WT,2729.61216909
4,7,4,7,204.129999876,1399447809.48,117/ET759WT,271.474537626
8,7,8,3,3947.69999981,1399444065.91,392/EV611NT,6108.49496499
7,2,7,3,1225.6400001,1399446828.8,456/EV673NT,1457.25605534
1,4,5,5,3270.33999991,1399444804.5,304/EV493NT,9404.4039021
6,4,6,4,428.699999809,1399447646.15,486/EV295TP,10.1370997652
4,3,8,3,4008.93999982,1399444065.91,427/EV645NT,7233.6273219
7,3,3,5,3619.09000015,1399444496.58,452/EV669NT,8533.25503282
8,6,5,6,1613.73000002,1399446522.36,316/EV516NT,4904.08857379
7,2,6,4,3024.45000005,1399445132.05,434/EV652NT,3982.67962332
8,3,7,3,755.360000134,1399447421.55,091/ET733WT,2348.10744637
7,4,6,5,1654.49000001,1399446542.83,030/ET672WT,2719.65076495
8,6,6,3,3823.52999997,1399444373.79,046/ET688WT,5388.75157702
8,3,6,4,4068.99000001,1399444291.68,379/EV598NT,4489.77525469
4,5,4,4,1552.44000006,1399446849.23,467/EV304TP,1137.31276517
4,3,4,4,1736.27999997,1399446665.39,446/EV664NT,1464.56013672
6,5,5,4,796.349999905,1399447625.74,350/EV534NT,1337.66141026
4,3,5,0,1838.40999985,1399446604.13,171/ET813WT,3982.24277394
8,7,6,4,2595.11999989,1399445847.42,257/ET899WT,5505.83359858
6,0,6,1,531.050000191,1399447952.37,023/ET665WT,1377.79701945
8,6,6,8,9055.06000018,1399439428.36,458/EV675NT,4492.38473163
7,3,6,5,2615.75999999,1399445949.51,345/EV531NT,4899.31857128
2,3,2,4,2104.1400001,1399446563.24,344/EV523NT,2552.84205234
7,3,6,3,1307.0999999,1399447380.74,162/ET804WT,1245.76515712
2,4,2,5,2268.06999993,1399446419.77,217/ET859WT,295.01097774
6,2,6,2,3903.76999998,1399444784.07,281/ET923WT,23.9119699103
7,6,5,3,2820.02999997,1399445929.05,386/EV605NT,5095.67171892
1,5,4,4,1777.17000008,1399446992.36,354/EV573NT,5101.6150821
6,2,7,4,1736.22000003,1399447053.71,105/ET747WT,3604.64560631
6,2,6,2,531.379999876,1399448299.38,212/ET854WT,445.314607319
4,4,4,4,796.730000019,1399448034.03,418/EV636NT,729.797363032
4,3,4,3,33163.21,1399415730.61,221/ET863WT,410.311393937
7,3,8,4,614.849999905,1399448278.97,465/EV302TP,2526.58177995
6,3,7,5,1288.5,1399447625.74,047/ET689WT,2797.06704808
2,3,2,5,1492.68000007,1399447421.56,457/EV674NT,2266.13544006
6,6,6,3,2453.18000007,1399446542.82,146/ET788WT,3480.62139204
5,6,6,4,2085.31999993,1399446910.68,313/EV499NT,4012.46297029
6,2,6,5,3026.18999982,1399446051.89,045/ET687WT,5405.84226284
7,2,6,5,2412.69000006,1399446685.8,283/ET925WT,5340.14201371
4,6,4,6,7508.02999997,1399441631.4,209/ET851WT,1108.94287747
6,5,6,5,6075.9000001,1399443124.87,131/ET773WT,1103.32257746
4,5,4,4,554.949999809,1399448728.66,436/EV654NT,1588.91368469
3,5,2,3,987.519999981,1399448340.25,445/EV663NT,3525.18209608
6,5,7,4,2171.80000019,1399447176.37,097/ET739WT,3131.20502371
4,5,5,4,2580.6500001,1399446767.52,483/EV320TP,3152.65268916
1,4,2,4,495.220000029,1399448893.82,138/ET780WT,1261.83260436
7,3,7,5,1212.48000002,1399448217.74,091/ET733WT,2450.76646035
6,5,6,5,1192.25,1399448299.38,062/ET704WT,633.323984441
5,3,6,5,2131.41000009,1399447421.56,135/ET777WT,5236.20126149
1,4,3,2,2131.41000009,1399447421.56,006/ET648WT,5256.71464132
7,1,6,1,1069.54999995,1399448483.42,203/ET845WT,3453.86363431
6,3,7,6,1396.52999997,1399448299.38,280/ET922WT,5510.77952252
6,8,5,5,3235.33000016,1399446542.83,155/ET797WT,4110.18456224
4,7,5,6,680.440000057,1399449119.02,117/ET759WT,1883.14078712
5,5,5,6,1131.28999996,1399448851.97,390/EV609NT,1271.15104933
7,6,6,5,2235.03999996,1399447850.33,222/ET864WT,3102.61908118
8,7,7,3,2010.93000007,1399448095.27,108/ET750WT,5478.00421951
8,3,6,4,1500.12000012,1399448606.08,048/ET690WT,4780.12740838
4,2,7,1,4033.8900001,1399446072.31,154/ET796WT,7387.09323297
6,2,6,2,512.370000124,1399449593.83,212/ET854WT,746.807623462
8,3,7,2,863.569999933,1399449263.04,340/EV514NT,2003.81830353
4,6,5,4,1171.54999995,1399448975.47,057/ET699WT,2982.1596194
5,7,6,4,2460.01999998,1399447707.42,330/EV520NT,5217.97947456
6,4,5,7,3011.47000003,1399447155.97,351/EV570NT,4985.92541091
4,3,5,2,2745.87999988,1399447462.41,206/ET848WT,3732.07818852
5,6,3,5,32756.2099998,1399417513.38,464/EV301TP,3712.56862328
7,2,3,3,3911.0999999,1399446419.77,466/EV303TP,7262.08228969
2,5,2,3,2235.8499999,1399448115.67,022/ET664WT,2255.44438597
7,4,6,5,1273.44000006,1399449078.08,416/EV634NT,2571.43003872
5,4,7,3,2542.14999986,1399447891.13,078/ET720WT,2935.12147646
6,5,5,3,2848.4599998,1399447646.15,028/ET670WT,4125.99347956
6,1,6,6,4994.58999991,1399445520.44,256/ET898WT,7415.88605006
5,5,5,4,1105.20000005,1399449471.06,079/ET721WT,2413.88921278
6,4,6,8,1207.26999998,1399449409.81,257/ET899WT,4834.86255259
6,6,6,6,1289.30999994,1399449327.77,102/ET744WT,892.327787468
7,4,5,2,1104.96000004,1399449532.54,229/ET871WT,3735.02296777
6,7,6,6,654.570000172,1399450085.36,059/ET701WT,1981.72174541
7,7,4,5,2195.26999998,1399448544.66,469/EV306TP,7471.72580399
7,4,6,5,2297.33999991,1399448463.02,072/ET714WT,3225.24947451
6,5,7,3,1517.73000002,1399449283.61,236/ET878WT,3290.56794803
6,5,6,5,409.449999809,1399450596.67,135/ET777WT,234.498224961
7,3,6,3,2092.03999996,1399448975.47,037/ET679WT,2934.98761036
6,1,6,0,511.680000067,1399450617.08,449/EV299TP,993.682820683
7,5,6,5,1206.87000012,1399449962.86,220/ET862WT,2577.80347196
4,4,4,4,573.059999943,1399450596.67,446/EV664NT,609.64480073
6,2,5,3,1535.10000014,1399449655.06,484/EV321TP,2288.19776305
5,2,5,4,1431.53999996,1399449799.46,336/EV529NT,2939.13795437
7,2,6,3,2768.11999989,1399448544.66,140/ET782WT,3514.30062258
6,2,6,3,2337.18000007,1399448996.0,153/ET795WT,1880.72783539
2,5,3,2,1226.99000001,1399450106.2,309/EV491NT,3841.74705297
6,5,6,5,981.619999886,1399450371.99,077/ET719WT,1996.6322941
5,4,5,4,981.569999933,1399450433.28,110/ET752WT,1489.94654319
4,4,3,4,1226.99000001,1399450187.86,056/ET698WT,617.907068816
8,6,6,6,1800.5999999,1399449614.25,405/EV624NT,3934.155972
6,5,1,3,2951.82999992,1399448483.42,289/ET931WT,9932.6755148
5,6,5,3,3401.25999999,1399448074.84,260/ET902WT,4048.73230472
1,2,5,4,3299.21000004,1399448258.57,126/ET768WT,9550.07099429
7,5,6,3,1083.61999989,1399450474.16,384/EV603NT,2343.62197534
7,1,5,3,1370.01999998,1399450310.46,401/EV620NT,4492.18232813
6,4,5,5,1472.11999989,1399450249.18,293/ET935WT,3094.89504453
8,6,6,3,1942.25999999,1399449799.46,368/EV587NT,5769.56425169
7,1,7,3,1758.67000008,1399450085.36,282/ET924WT,3605.49868157
3,2,6,3,2557.16000009,1399449307.35,094/ET736WT,6264.39763577
7,2,6,2,3094.98000002,1399448769.53,296/ET938WT,1502.26026227
6,3,5,4,1512.90999985,1399450392.41,162/ET804WT,2616.7276331
6,6,8,3,2970.68000007,1399448975.47,054/ET696WT,5160.63061703
5,3,4,5,2847.62000012,1399449180.35,306/EV495NT,4038.35214381
6,0,7,3,2577.32000017,1399449471.06,096/ET738WT,5837.07563842
4,4,5,4,1921.78000021,1399450126.61,421/EV639NT,1531.9217376
4,5,5,5,1840.46000004,1399450249.18,360/EV579NT,3671.43335635
6,2,6,2,2991.6400001,1399449200.77,385/EV604NT,87.1934282573
8,3,7,3,1370.24000001,1399450842.58,485/EV322TP,2539.28753429
6,4,4,3,1984.03999996,1399450249.18,379/EV598NT,3670.44096161
5,5,6,3,2680.25,1399449614.24,290/ET932WT,3622.73945378
6,0,6,0,450.450000048,1399451844.04,461/EV678NT,1360.9644475
5,4,5,5,1083.91000009,1399451210.58,477/EV314TP,1570.18095784
5,4,5,0,1492.8900001,1399450842.58,143/ET785WT,4997.68812686
7,5,5,3,3109.92000008,1399449307.35,047/ET689WT,4008.39236133
6,6,7,4,1267.95000005,1399451169.73,112/ET754WT,3269.85253264
7,3,7,2,409.299999952,1399452069.23,242/ET884WT,1710.41986025
6,0,7,1,982.200000048,1399451537.36,338/EV535NT,2868.13209991
2,5,5,4,2045.36000013,1399450494.61,134/ET776WT,7360.06978157
5,3,5,5,2106.69000006,1399450433.28,386/EV605NT,1872.90883876
6,5,6,4,1268.08999991,1399451333.19,220/ET862WT,1594.75557725
3,3,4,5,1390.70000005,1399451210.58,466/EV303TP,1857.33039031
4,7,3,5,818.480000019,1399451844.03,016/ET658WT,3258.14184253
5,6,7,4,1963.41999984,1399450739.93,152/ET794WT,6593.24256679
4,3,6,4,2127.08999991,1399450596.67,270/ET912WT,3721.54112123
5,2,5,3,1901.63000011,1399450863.01,118/ET760WT,2104.48620293
7,1,7,1,798.130000114,1399451987.01,154/ET796WT,1071.33574264
6,2,4,6,2045.21000004,1399450739.93,281/ET923WT,6641.35233175
8,7,5,5,2086.25,1399450801.34,430/EV648NT,6979.08032793
6,2,7,5,2433.98000002,1399450474.16,212/ET854WT,6179.41565958
6,8,6,4,2188.62000012,1399450719.52,473/EV310TP,5942.3355886
4,4,5,3,1800.01999998,1399451169.73,446/EV664NT,2442.28893373
6,5,7,5,1146.16000009,1399451844.03,272/ET914WT,2042.62033104
6,6,7,5,3830.25,1399449180.35,104/ET746WT,3600.96962643
3,2,5,2,1697.81999993,1399451312.78,174/ET816WT,3295.99840402
7,3,7,6,1963.48000002,1399451087.94,108/ET750WT,3212.53457826
7,5,5,5,2208.84000015,1399450842.58,215/ET857WT,2251.48067456
1,5,2,4,11870.3,1399441201.54,093/ET735WT,3211.30335626
6,7,5,3,2352.49000001,1399450780.78,011/ET653WT,6325.86249549
6,3,4,2,1718.41999984,1399451455.68,146/ET788WT,4887.12050449
7,1,5,6,2270.20000005,1399450924.32,163/ET805WT,9214.73870397
7,2,6,4,3067.91000009,1399450126.61,334/EV504NT,4088.60976026
6,6,6,5,2802.06000018,1399450494.61,119/ET761WT,1453.24299579
4,3,6,3,3108.83999991,1399450249.18,221/ET863WT,4741.92643156
7,4,5,5,1411.27999997,1399452069.23,097/ET739WT,3150.54556789
4,5,4,7,2086.19000006,1399451435.25,324/EV512NT,2614.12877161
6,4,7,3,2045.11999989,1399451639.64,048/ET690WT,2588.28121031
5,3,5,4,8961.96000004,1399444804.5,355/EV574NT,1677.02297671
6,3,7,4,1655.92000008,1399452151.37,081/ET723WT,2057.29968169
1,3,2,3,3046.77999997,1399450801.34,002/ET295WS,1102.8272562
7,4,6,4,5324.44000006,1399448646.95,268/ET910WT,2256.84501786
5,4,4,3,1349.70000005,1399452621.69,350/EV534NT,3045.13809084
4,6,3,5,2515.71000004,1399451455.68,450/EV667NT,2862.41031085
8,6,5,4,2760.83999991,1399451312.78,185/ET827WT,6674.44878122
5,0,4,3,1452.15999985,1399452682.94,171/ET813WT,3951.47820908
7,2,4,5,4151.80000019,1399450085.37,460/EV677NT,8530.87533619
6,3,7,2,756.610000134,1399453603.11,046/ET688WT,1861.38165987
4,2,3,2,838.279999971,1399453521.44,204/ET846WT,1339.82636419
6,5,5,4,1860.57999992,1399452539.97,083/ET725WT,2562.23305076
6,5,3,4,2085.52999997,1399452315.02,072/ET714WT,5615.54844763
2,4,5,1,2679.25,1399451721.3,344/EV523NT,6903.15973013
7,3,6,4,1533.42000008,1399452887.59,236/ET878WT,1736.25094608
5,5,6,3,1819.76999998,1399452682.94,477/EV314TP,3679.65042672
6,0,4,6,3824.14999986,1399450698.97,197/ET839WT,10759.2728422
6,3,6,3,1594.28999996,1399453031.0,140/ET782WT,308.266043896
6,5,7,2,5794.52999997,1399448830.76,252/ET894WT,4142.22445286
6,5,2,3,3108.33999991,1399451516.95,416/EV634NT,8476.40101646
7,1,7,1,1901.42000008,1399452826.25,154/ET796WT,1065.65116273
3,5,5,4,5813.89999986,1399448975.47,452/EV669NT,4153.95536891
8,3,6,3,5502.41000009,1399449327.77,427/EV645NT,3953.02624622
4,2,6,3,1186.27999997,1399453684.76,146/ET788WT,3730.13076525
8,2,7,3,1022.91000009,1399453909.34,276/ET918WT,2153.35390146
7,7,6,5,5542.86000013,1399449409.81,487/EV323TP,3281.70157554
5,5,5,3,2924.1400001,1399452130.79,360/EV579NT,2669.32354045
4,6,5,5,2821.74000001,1399452253.64,438/EV656NT,2015.99981224
5,4,5,3,1615.15999985,1399453521.44,110/ET752WT,759.257628175
4,4,7,5,1635.66999984,1399453500.93,436/EV654NT,5026.60164643
5,7,4,2,3435.69999981,1399451700.9,426/EV644NT,6899.17007948
5,3,7,3,1206.17000008,1399454012.26,118/ET760WT,3830.4148315
5,7,3,4,3415.37999988,1399451884.91,331/EV502NT,7019.54492612
5,5,5,2,1840.33000016,1399453541.85,300/ET942WT,4991.00010662
5,6,7,5,1922.08000016,1399453460.1,064/ET706WT,4780.1120929
5,5,5,5,1492.44000006,1399454012.26,155/ET797WT,58.313492485
2,3,2,3,1022.41000009,1399454482.3,207/ET849WT,366.086024376
2,6,2,6,797.720000029,1399454706.99,395/EV614NT,63.6780685224
7,6,7,6,9329.94999981,1399446195.16,305/EV489NT,879.300460126
5,3,5,4,1287.86999989,1399454298.48,260/ET902WT,1601.96218268
5,5,6,5,2207.91999984,1399453378.43,215/ET857WT,870.213105862
6,5,6,5,3393.93999982,1399452192.41,381/EV600NT,45.8249472882
6,4,6,4,2207.91000009,1399453460.1,115/ET757WT,19.9722915513
7,7,5,4,2985.06999993,1399452682.94,481/EV318TP,6622.41714626
5,1,6,1,3475.71000004,1399452315.02,255/ET897WT,832.56693424
8,6,6,4,2657.46000004,1399453133.27,218/ET860WT,6036.07495791
4,3,6,4,2923.55999994,1399452867.17,462/EV239TP,3122.9356481
1,4,5,3,2453.23000002,1399453337.5,479/EV316TP,8605.79346903
6,3,7,3,1144.26999998,1399454748.54,140/ET782WT,1909.46058995
2,3,2,4,960.879999876,1399454952.67,416/EV634NT,887.409668374
6,4,5,3,2290.1500001,1399453684.76,473/EV310TP,1430.58359486
5,4,6,4,756.300000191,1399455279.85,162/ET804WT,1642.57136373
8,4,4,6,2249.28000021,1399453786.87,168/ET810WT,8228.92651023
7,6,8,6,4866.43000007,1399451210.58,431/EV649NT,596.071062227
5,4,6,2,1574.29999995,1399454502.71,336/EV529NT,2615.12269001
7,5,5,3,2637.32000017,1399453460.1,489/EV325TP,3293.46165714
6,3,5,3,2392.22000003,1399453725.61,221/ET863WT,2030.5191036
4,2,6,4,2555.5400002,1399453603.11,294/ET936WT,4896.12966127
4,6,8,7,12890.71,1399443308.78,111/ET753WT,7724.36972725
5,5,6,4,1962.31999993,1399454237.17,097/ET739WT,1399.97551599
5,5,6,2,2698.59000015,1399453541.85,304/EV493NT,5985.69127502
5,7,5,6,1103.92000008,1399455238.85,408/EV298TP,1878.23656077
6,6,4,7,1512.58999991,1399454891.45,405/EV624NT,4293.04969589
6,4,6,5,2535.56000018,1399453909.34,035/ET677WT,1225.22208273
5,5,5,3,2596.78000021,1399453848.12,386/EV605NT,1868.9917187
5,4,4,4,899.369999886,1399455565.93,421/EV639NT,1454.38309602
6,5,5,5,797.210000038,1399455708.95,345/EV531NT,1168.38283534
2,3,6,4,2187.27999997,1399454339.29,172/ET814WT,8729.2862355
3,5,3,5,449.559999943,1399456097.42,016/ET658WT,942.37317552
6,4,6,3,1901.34000015,1399454666.12,065/ET707WT,1289.15060608
7,4,6,2,1328.47999978,1399455259.39,081/ET723WT,3254.87573159
3,2,6,2,2187.30999994,1399454441.43,258/ET900WT,5925.85179337
7,6,6,3,2350.66000009,1399454298.48,108/ET750WT,4467.16298886
5,3,4,6,2125.91000009,1399454666.12,011/ET653WT,3830.77635299
3,5,4,6,2330.1400001,1399454482.3,450/EV667NT,2951.46646512
5,4,5,6,1532.59000015,1399455279.85,402/EV621NT,2083.617714
6,4,7,4,2248.42999983,1399454584.41,486/EV295TP,1900.5861401
5,2,4,2,940.029999971,1399455892.81,394/EV613NT,1604.87915459
3,4,4,7,2002.83999991,1399454891.45,056/ET698WT,4944.97216669
1,5,1,5,5561.11000013,1399451353.61,239/ET881WT,10.5355644532
7,6,6,5,2289.42000008,1399454666.12,365/EV584NT,3360.96134194
3,2,4,2,2554.98000002,1399454441.43,204/ET846WT,1297.69267073
5,3,5,3,1634.62999988,1399455382.18,110/ET752WT,368.318268827
2,3,6,3,3903.95000005,1399453112.86,022/ET664WT,8018.42042039
5,4,7,3,2329.56999993,1399454768.96,318/EV513NT,4024.13246116
4,2,2,3,878.49000001,1399456240.44,366/EV585NT,4099.70026188
6,5,6,5,694.439999819,1399456444.9,131/ET773WT,130.581742693
5,7,6,6,919.25,1399456281.3,008/ET650WT,3593.46381338
5,3,6,2,1287.0999999,1399455974.91,028/ET670WT,847.149342164
5,3,5,3,858.139999866,1399456506.16,386/EV605NT,574.555389582
4,5,2,3,3802.00999999,1399453562.29,353/EV572NT,4102.07708629
5,3,6,5,2984.10000014,1399454482.3,446/EV664NT,2952.23621644
8,3,6,5,1982.17000008,1399455525.11,490/EV326TP,4746.33152354
6,6,6,6,2861.56000018,1399454666.12,279/ET921WT,19.1787206124
7,2,6,2,306.710000038,1399457220.97,046/ET688WT,1061.13078464
6,3,5,3,1614.13000011,1399455913.55,368/EV587NT,1133.28160114
5,3,5,4,1409.88999987,1399456138.23,425/EV643NT,1268.78161161
5,4,6,3,2554.50999999,1399455014.02,125/ET767WT,2112.04004588
6,6,6,2,2268.12999988,1399455443.44,092/ET734WT,6051.01859223
5,2,6,3,3249.70000005,1399454461.87,229/ET871WT,1906.85113263
3,4,3,4,2595.37999988,1399455116.19,072/ET714WT,363.405158196
4,3,6,3,2656.61999989,1399455116.19,379/EV598NT,3571.81030357
2,4,2,3,674.419999838,1399457118.93,416/EV634NT,1210.55677192
3,5,4,5,1307.74000001,1399456526.57,211/ET853WT,2764.09009082
7,3,6,5,1941.23999977,1399455954.38,276/ET918WT,4048.24363846
6,0,6,1,551.779999971,1399457343.84,449/EV299TP,1181.33235317
4,3,4,2,1001.30999994,1399456914.72,202/ET844WT,2302.77289269
4,5,5,4,3372.54999995,1399454584.41,422/EV640NT,3167.99707921
7,5,6,4,1614.17000008,1399456383.6,104/ET746WT,2746.92683003
7,6,7,6,776.799999952,1399457220.97,305/EV489NT,550.874021758
3,3,3,5,1164.78999996,1399456853.44,196/ET838WT,3459.59194089
7,3,6,4,2247.9000001,1399455892.81,140/ET782WT,2224.62216381
7,6,5,4,1552.77999997,1399456628.74,361/EV580NT,4494.7805575
8,7,6,8,7830.04999995,1399450433.28,133/ET775WT,4568.51548799
7,4,6,4,1655.04999995,1399456608.28,317/EV509NT,1882.4799671
6,5,6,5,428.950000048,1399457875.21,222/ET864WT,953.032941093
2,3,1,3,633.470000029,1399457670.69,366/EV585NT,1196.44521972
6,5,7,4,1757.1099999,1399456567.46,478/EV315TP,2586.99005464
2,4,4,4,2227.17000008,1399456199.49,326/EV517NT,3010.33552818
5,4,6,2,3923.95000005,1399454502.71,134/ET776WT,3150.01608286
6,3,4,3,4741.91000009,1399453684.76,423/EV641NT,3600.2682821
2,5,2,3,1634.6400001,1399456792.03,472/EV309TP,2728.99959952
5,4,5,4,1552.82000017,1399457016.81,237/ET879WT,940.464920611
5,5,5,6,1757.27999997,1399456853.44,345/EV531NT,2047.27813613
4,6,5,5,7870.61000013,1399450801.34,335/EV527NT,2446.56731596
6,2,7,3,694.529999971,1399458038.66,258/ET900WT,1948.57147311
7,3,6,3,1573.45000005,1399457159.74,164/ET806WT,1273.79688268
6,8,6,5,2124.91000009,1399456608.28,291/ET933WT,4832.96883498
6,4,5,2,2104.45000005,1399456628.74,462/EV239TP,2608.08361439
6,4,7,5,1491.6099999,1399457323.44,268/ET910WT,3545.91813384
4,3,3,4,837.700000048,1399457997.77,171/ET813WT,2445.30497312
6,2,6,3,3984.97000003,1399454911.85,385/EV604NT,1649.01534515
5,3,6,4,1471.23000002,1399457445.99,047/ET689WT,2245.21664595
8,7,6,5,1205.6500001,1399457711.57,034/ET676WT,4259.0800778
5,1,6,3,2002.54999995,1399456935.13,127/ET769WT,3366.62419454
4,2,4,3,939.829999924,1399458038.66,369/EV588NT,1599.0858403
5,5,5,6,1041.95000005,1399457936.54,438/EV656NT,2089.73487997
6,4,5,4,756.00999999,1399458283.74,317/EV509NT,926.711772824
5,4,6,3,48130.4400001,1399410970.57,195/ET837WT,1331.32890842
4,2,4,2,1123.6400001,1399457977.37,089/ET731WT,1034.85273328
7,5,7,4,1920.8599999,1399457180.15,433/EV651NT,700.9414893
6,5,6,0,10043.5899999,1399449057.42,424/EV642NT,6974.20132801
6,4,7,3,817.25999999,1399458344.99,104/ET746WT,2798.41957678
5,3,4,4,1327.75999999,1399457936.54,360/EV579NT,1195.1647484
4,4,4,7,1246.23000002,1399458079.49,312/EV497NT,4625.00821658
7,4,7,4,4393.26999998,1399455034.49,105/ET747WT,10.5339056136
6,3,6,4,510.619999886,1399458998.91,108/ET750WT,519.699854932
5,4,5,4,1307.63999987,1399458222.43,126/ET768WT,957.069456646
6,1,6,0,551.640000105,1399459019.31,023/ET665WT,1371.60713873
5,5,4,5,2921.80999994,1399456649.14,293/ET935WT,350.114491036
5,4,5,4,1552.69999981,1399458038.66,422/EV640NT,18.605483595
7,4,5,1,2472.44000006,1399457159.74,486/EV295TP,5142.23702167
4,5,4,4,2676.6400001,1399456955.54,460/EV677NT,1928.72343118
4,4,4,4,960.220000029,1399458692.36,326/EV517NT,968.226719004
6,5,4,3,3085.19000006,1399456608.28,364/EV583NT,4365.86982295
4,5,5,4,1961.55999994,1399457813.9,319/EV505NT,3421.0827632
6,4,1,2,3004.11999989,1399456812.44,162/ET804WT,10913.3578197
4,2,4,2,388.809999943,1399459448.16,482/EV319TP,715.939698095
2,5,2,5,1062.77999997,1399458835.47,122/ET764WT,40.8686311166
1,3,1,2,347.720000029,1399459550.54,366/EV585NT,528.562631966
6,3,6,4,2063.88999987,1399457875.21,146/ET788WT,1497.07620985
4,3,2,5,1348.79999995,1399458590.3,350/EV534NT,6316.55395621
6,4,6,4,204.779999971,1399459754.73,108/ET750WT,334.200145442
2,4,2,4,2881.3900001,1399457098.53,396/EV615NT,945.903012519
7,7,8,7,552.159999847,1399459448.16,251/ET893WT,553.210184429
5,3,7,3,7828.41999984,1399452171.9,484/EV321TP,2748.07185392
6,6,8,3,2165.93000007,1399457997.77,286/ET928WT,6536.4041994
3,5,3,4,347.140000105,1399459816.56,250/ET892WT,738.481419586
5,6,5,3,1430.3499999,1399458794.63,402/EV621NT,3883.54453283
6,6,6,6,10712.8400002,1399449532.54,031/ET673WT,130.070205224
7,1,7,1,12170.52,1399448095.27,116/ET758WT,99.8871254594
4,5,5,7,776.670000076,1399459489.12,182/ET824WT,2791.58728748
6,5,6,4,1798.19000006,1399458528.82,446/EV664NT,628.123278573
8,6,4,4,1675.52000022,1399458692.36,439/EV657NT,7971.38761269
5,6,4,4,1491.5,1399458896.82,475/EV312TP,3457.10957579
3,4,4,3,2104.56999993,1399458304.16,072/ET714WT,2108.50964126
6,6,6,6,1083.02999997,1399459366.53,232/ET874WT,1465.43797552
5,3,6,5,2819.66999984,1399457691.16,076/ET718WT,3143.02568226
5,5,6,4,2799.26999998,1399457752.4,155/ET797WT,2143.77779219
