row_s,col_s,row_e,col_e,duration,timestamp,car,distance
6,5,6,5,3330.70000005,1399457220.97,215/ET857WT,89.6676467213
7,4,6,4,1532.36000013,1399459019.31,478/EV315TP,1798.78656952
1,3,4,5,1225.99000001,1399459366.53,289/ET931WT,7246.07822779
4,7,5,7,265.50999999,1399460327.01,312/EV497NT,554.856564506
6,3,5,3,1695.70000005,1399458896.82,065/ET707WT,1903.50197633
4,4,1,2,3596.1099999,1399456996.41,467/EV304TP,5862.78845897
6,3,8,3,2472.21000004,1399458120.31,477/EV314TP,3071.34934542
4,6,2,4,1226.05999994,1399459386.93,281/ET923WT,3997.94886173
5,4,6,3,2206.83999991,1399458447.13,254/ET896WT,2629.06455664
2,5,1,5,490.269999981,1399460163.7,350/EV534NT,1345.19739786
7,2,7,3,1205.83999991,1399459509.53,340/EV514NT,2016.44182364
6,2,6,4,2186.61999989,1399458549.23,092/ET734WT,3850.91091644
4,4,3,4,776.339999914,1399459959.51,326/EV517NT,435.491015693
4,4,5,5,817.179999828,1399459918.67,360/EV579NT,1334.81393145
6,8,5,3,2840.4000001,1399457936.54,179/ET821WT,7327.41801847
7,3,7,4,449.930000067,1399460327.01,265/ET907WT,869.783076491
6,5,6,4,1247.00999999,1399459591.36,035/ET677WT,1519.66949362
5,4,6,4,817.700000048,1399460081.95,317/EV509NT,943.681297839
5,3,7,6,3065.27999997,1399457875.21,368/EV587NT,6046.70137568
6,2,5,2,2452.49000001,1399458508.41,134/ET776WT,2287.49640728
5,7,4,7,1287.9000001,1399459673.0,087/ET729WT,1021.89252605
3,4,4,3,776.730000019,1399460204.57,171/ET813WT,2357.06622868
6,5,6,5,2922.22000003,1399458079.49,030/ET672WT,1425.1448949
7,3,6,3,919.74000001,1399460163.7,101/ET743WT,1932.63567647
5,7,4,7,449.99000001,1399460633.45,312/EV497NT,608.26558988
4,5,3,4,695.119999886,1399460429.15,211/ET853WT,2609.52116634
7,5,7,3,2002.8499999,1399459121.42,272/ET914WT,1909.68099677
4,7,4,6,265.539999962,1399460879.18,267/ET909WT,482.848070123
2,5,3,5,347.269999981,1399460817.85,397/EV616NT,1426.39736906
6,0,6,0,572.539999962,1399460633.45,023/ET665WT,1068.16594193
6,4,4,3,1348.62000012,1399459857.37,294/ET936WT,2998.10629512
6,2,5,3,2309.17000008,1399458896.82,049/ET691WT,2166.78497451
4,4,4,4,552.029999971,1399460653.97,439/EV657NT,250.08788472
4,5,6,3,8195.54999995,1399453051.42,306/EV495NT,5885.84612228
7,6,6,4,2227.66000009,1399459019.31,305/EV489NT,4205.24128278
6,6,6,6,919.909999847,1399460367.88,279/ET921WT,13.192524441
4,7,4,6,858.639999866,1399460429.15,348/EV500NT,1597.43374904
4,2,3,4,1001.64999986,1399460347.46,089/ET731WT,3302.54707335
6,6,7,3,1144.52999997,1399460224.98,102/ET744WT,4775.19980644
6,3,7,7,2186.8499999,1399459182.66,379/EV598NT,6778.8339938
5,3,5,5,2820.27999997,1399458549.23,489/EV325TP,2486.45161098
7,3,7,3,1165.1099999,1399460245.38,484/EV321TP,898.433153508
7,5,7,3,2228.00999999,1399459203.06,091/ET733WT,3538.04429991
7,3,6,3,2207.65999985,1399459243.89,104/ET746WT,1759.45685313
5,6,5,5,1246.98000002,1399460204.57,117/ET759WT,1599.75612504
7,4,5,6,2656.9599998,1399458876.4,152/ET794WT,7231.33847364
4,7,4,7,306.809999943,1399461226.55,056/ET698WT,339.719516671
4,4,5,3,1839.88999987,1399459693.47,418/EV636NT,3280.62455977
5,4,6,2,2718.3499999,1399458835.47,205/ET847WT,3391.90526831
6,3,6,3,2555.0,1399459060.18,387/EV606NT,1171.63898396
4,7,5,7,327.309999943,1399461410.49,312/EV497NT,603.261780948
6,5,2,3,3393.01999998,1399458406.25,119/ET761WT,9307.62226338
5,3,5,2,1410.96999979,1399460429.15,058/ET700WT,1311.843428
5,2,6,4,1370.16999984,1399460490.39,462/EV239TP,2612.37053527
3,2,4,3,2044.53000021,1399459857.37,026/ET668WT,1909.81293746
7,2,6,4,2944.19000006,1399459019.31,242/ET884WT,4062.18432272
6,3,5,4,2106.08000016,1399459877.84,164/ET806WT,3301.13649264
5,5,5,3,4619.67999983,1399457405.17,430/EV648NT,3283.86790503
6,4,6,4,839.21999979,1399461267.39,305/EV489NT,1156.29370611
6,3,5,2,2187.93999982,1399459918.67,022/ET664WT,2349.9667449
6,3,6,3,920.880000114,1399461226.55,195/ET837WT,744.783075447
6,5,8,7,4619.75,1399457527.68,045/ET687WT,4432.00937976
6,5,7,4,1002.67000008,1399461185.57,222/ET864WT,2046.78994757
2,3,6,3,2515.20000005,1399459693.47,002/ET295WS,9212.27250158
4,5,6,4,2658.13000011,1399459550.54,109/ET751WT,5765.30903148
4,2,2,3,6887.80000019,1399455320.87,225/ET867WT,4226.03450039
5,5,6,4,2862.56999993,1399459386.93,335/EV527NT,2448.45294274
6,5,7,6,8585.1400001,1399453684.76,135/ET777WT,1720.2712196
6,3,6,2,1370.25999999,1399460981.3,094/ET736WT,1698.98917452
6,3,6,0,2719.38999987,1399459632.18,037/ET679WT,4776.24291302
6,5,8,6,8523.86000013,1399453848.12,403/EV622NT,4060.10425928
6,4,7,5,2187.84000015,1399460204.57,115/ET757WT,2605.58392276
5,3,6,4,1451.91999984,1399460960.9,402/EV621NT,3005.22220634
6,3,4,5,1799.74000001,1399460694.87,125/ET767WT,4745.30290881
6,1,6,1,1431.57999992,1399461063.03,323/EV532NT,134.598240205
5,6,5,2,2412.78999996,1399460143.29,408/EV298TP,6098.49702397
4,4,4,5,6417.8599999,1399456138.22,354/EV573NT,1762.72046019
6,3,8,3,2188.25999999,1399460408.73,127/ET769WT,4923.75974813
5,4,4,4,1554.45000005,1399461083.44,355/EV574NT,2413.67844412
6,4,7,4,1697.48000002,1399461022.12,317/EV509NT,1932.88264304
5,6,6,6,940.720000029,1399461840.12,390/EV609NT,1437.0305127
5,4,2,4,1717.87000012,1399461103.85,260/ET902WT,5746.62658075
5,4,6,4,1738.27999997,1399461083.44,100/ET742WT,1624.455408
5,5,6,5,1411.06000018,1399461431.07,489/EV325TP,2102.2754416
6,4,4,2,1615.72999978,1399461267.39,092/ET734WT,5242.71727957
2,3,2,3,3149.3499999,1399459754.73,416/EV634NT,436.226928433
2,3,7,6,2760.78999996,1399460143.29,472/EV309TP,11315.5795344
6,4,6,4,1452.50999999,1399461472.07,478/EV315TP,1103.34738542
5,3,5,3,2086.8499999,1399460879.18,179/ET821WT,750.979830794
6,3,7,3,1473.49000001,1399461512.96,101/ET743WT,1403.43102577
6,4,6,5,7339.18000007,1399455708.95,132/ET774WT,1026.0800813
7,1,6,4,9220.61000013,1399453909.34,009/ET651WT,5511.69032514
6,4,7,6,10283.3999999,1399452867.17,330/EV520NT,4199.27557414
8,3,5,3,3620.8900001,1399459591.36,392/EV611NT,6986.7386706
6,0,6,0,287.420000076,1399462945.26,023/ET665WT,13.7392180449
6,5,3,4,2333.24000001,1399460960.9,490/EV326TP,7073.86135791
7,6,6,5,1044.95000005,1399462310.74,135/ET777WT,2549.21356114
5,4,6,4,2476.50999999,1399460879.18,083/ET725WT,1398.49899544
6,0,8,3,1985.94000006,1399461512.96,302/ET944WT,6300.82935845
5,4,5,4,2047.19000006,1399461512.96,425/EV643NT,1619.27690635
8,4,7,4,4602.06999993,1399458978.49,465/EV302TP,2618.22917904
2,4,3,5,593.919999838,1399463048.13,260/ET902WT,3688.88009137
6,6,5,6,840.74000001,1399462801.31,390/EV609NT,1410.06543304
5,3,6,4,1065.55999994,1399462576.49,430/EV648NT,2624.8618027
4,6,4,7,942.850000143,1399462719.6,349/EV494NT,342.421769829
4,4,4,4,963.279999971,1399462699.17,439/EV657NT,822.524059361
7,5,5,5,1698.95000005,1399461963.5,436/EV654NT,2895.95795861
5,4,5,6,1719.5,1399461942.95,452/EV669NT,4333.09907048
6,6,6,6,4357.18000007,1399459366.53,008/ET650WT,1708.00580708
4,4,6,4,2210.67000008,1399461574.31,414/EV632NT,3849.63272522
5,6,8,7,1208.31999993,1399462637.89,228/ET870WT,6071.27344546
4,2,6,2,1372.01999998,1399462474.19,482/EV319TP,4491.16484721
6,3,6,3,4806.43999982,1399459060.18,033/ET675WT,257.752764771
6,2,6,2,3437.47000003,1399460449.56,046/ET688WT,416.458772218
6,6,1,3,3130.41000009,1399460817.85,031/ET673WT,11072.8692281
5,5,3,3,900.039999962,1399463089.03,360/EV579NT,3317.65904435
6,3,6,3,469.74000001,1399463560.15,176/ET818WT,357.256807957
6,5,8,3,1208.17000008,1399462821.72,381/EV600NT,5303.86092161
7,5,6,4,1043.25999999,1399463027.47,268/ET910WT,3690.75147299
6,4,5,4,960.980000019,1399463171.02,155/ET797WT,762.85582344
7,7,7,5,940.339999914,1399463191.66,382/EV601NT,3231.4714098
7,3,6,3,2639.45000005,1399461512.96,272/ET914WT,1229.55215684
5,4,5,4,265.380000114,1399463887.03,361/EV580NT,18.9902234815
4,2,4,2,13084.6900001,1399451169.73,391/EV610NT,20.2745813679
6,4,6,4,1062.60000014,1399463273.57,035/ET677WT,1324.34447022
6,4,7,3,632.970000029,1399463723.71,100/ET742WT,1721.61299971
6,1,6,0,612.560000181,1399463744.12,323/EV532NT,1528.18695585
8,6,8,7,1882.48000002,1399462494.61,071/ET713WT,541.289929603
2,3,3,4,1718.77999997,1399462678.75,445/EV663NT,3863.60485784
5,4,7,4,2536.78999996,1399461881.15,481/EV318TP,3668.10907808
4,5,4,6,1923.19999981,1399462535.64,466/EV303TP,2455.34178387
6,8,8,7,3825.38999987,1399460633.45,471/EV308TP,4184.18621024
7,4,6,3,1082.56999993,1399463396.68,265/ET907WT,2150.77617601
7,3,6,3,2393.1400001,1399462127.02,096/ET738WT,2573.3391597
7,3,7,2,673.940000057,1399463866.62,118/ET760WT,1704.73483805
7,4,7,5,3722.75,1399460879.18,112/ET754WT,1465.07873067
4,5,5,7,1225.75,1399463376.18,125/ET767WT,2982.68020386
4,4,4,4,3743.30000019,1399460920.08,378/EV597NT,15.4660687087
6,3,6,4,2025.41000009,1399462719.6,385/EV604NT,1322.02594683
1,2,2,4,837.660000086,1399464009.48,208/ET850WT,3348.72118146
6,3,6,2,2556.86999989,1399462392.41,153/ET795WT,2226.62158122
5,3,4,4,2127.56999993,1399462842.13,386/EV605NT,2534.50196969
7,6,6,4,1245.95000005,1399463825.79,330/EV520NT,3519.49767351
4,3,6,6,2085.28999996,1399462986.45,294/ET936WT,5254.29139577
5,3,7,1,1409.28999996,1399463662.45,401/EV620NT,4520.71296318
7,4,6,6,1205.22000003,1399463887.03,222/ET864WT,3938.47290901
6,8,6,8,2188.17000008,1399462904.08,458/EV675NT,35.1298330915
6,5,6,4,817.660000086,1399464315.59,077/ET719WT,2486.4040273
5,2,5,4,1736.56999993,1399463396.68,206/ET848WT,2411.85473168
4,7,3,4,2741.00999999,1399462453.77,056/ET698WT,5446.56160895
7,6,6,4,1144.46000004,1399464070.73,368/EV587NT,3488.14431742
6,2,6,2,8729.52999997,1399456526.57,336/EV529NT,333.173649706
1,2,4,2,2556.97000003,1399462760.43,467/EV304TP,5508.11806932
6,5,6,2,1062.99000001,1399464254.42,487/EV323TP,4263.51686046
6,4,6,4,3763.63000011,1399461574.31,434/EV652NT,181.407919682
6,2,7,2,429.50999999,1399464928.84,296/ET938WT,1493.49425127
7,3,7,5,2043.41000009,1399463417.11,318/EV513NT,2054.19755553
5,3,7,6,2761.38999987,1399462760.43,418/EV636NT,4892.93742046
2,3,5,4,2002.56999993,1399463560.15,119/ET761WT,6044.42029241
5,2,4,3,2741.0,1399462821.72,134/ET776WT,3844.94615459
8,6,8,3,1553.24000001,1399464009.48,431/EV649NT,5078.11410409
7,1,7,1,531.74000001,1399465030.98,352/EV571NT,646.709489836
6,3,7,3,7891.97000003,1399457691.16,427/EV645NT,1608.79562136
6,3,7,3,1594.1099999,1399464009.48,002/ET295WS,612.726753533
4,3,3,2,879.210000038,1399464745.01,026/ET668WT,2138.83288795
6,4,8,6,3252.24000001,1399462371.98,305/EV489NT,4838.74517633
6,4,5,4,1839.8599999,1399463846.21,414/EV632NT,2030.81058203
5,6,6,7,1002.27999997,1399464704.2,316/EV516NT,1769.96049613
8,3,8,3,5277.32999992,1399460429.15,150/ET792WT,22.4696108513
7,4,6,3,2432.76999998,1399463314.56,105/ET747WT,2673.51327458
5,2,5,2,1022.73000002,1399464724.6,174/ET816WT,36.7058120888
5,5,7,4,2084.86000013,1399463703.29,436/EV654NT,3520.70667602
6,5,6,5,756.950000048,1399465112.83,291/ET933WT,1088.23703573
1,2,3,4,1696.96000004,1399464193.23,068/ET710WT,4319.21321091
6,4,7,2,1676.54999995,1399464213.64,268/ET910WT,4782.16369295
5,3,5,4,1431.35000014,1399464458.84,473/EV310TP,1829.16743556
6,4,6,4,511.809999943,1399465419.64,035/ET677WT,193.290160644
6,4,6,3,1554.36000013,1399464377.09,083/ET725WT,2424.92020879
7,4,7,4,1206.85000014,1399464724.6,433/EV651NT,676.06626986
3,4,3,4,695.799999952,1399465235.65,490/EV326TP,1541.098217
8,3,6,3,1104.74000001,1399464826.71,477/EV314TP,3281.51646316
6,5,5,4,2759.77999997,1399463294.14,034/ET676WT,2507.91689104
6,4,5,4,1165.86000013,1399464949.28,478/EV315TP,1794.61174026
6,6,7,5,1125.0,1399465092.25,256/ET898WT,2902.0254105
4,4,4,4,266.130000114,1399465972.27,439/EV657NT,824.300849888
7,4,7,4,2168.4000001,1399464132.0,317/EV509NT,337.54328384
8,6,7,6,2740.25,1399463560.15,234/ET876WT,716.788847525
7,4,6,5,1453.25999999,1399464847.14,399/EV618NT,3462.98990843
6,3,6,4,2168.6500001,1399464193.23,195/ET837WT,2486.57291158
5,2,6,3,1473.87000012,1399464888.01,022/ET664WT,2371.14515556
7,1,7,2,901.289999962,1399465501.41,298/ET940WT,2176.61620438
4,2,6,3,2229.88999987,1399464193.23,204/ET846WT,5278.21204057
5,5,6,5,1678.0,1399464867.59,117/ET759WT,3268.8732892
6,5,6,5,1023.69000006,1399465542.31,131/ET773WT,1290.79093482
7,5,6,4,1739.28999996,1399464826.71,115/ET757WT,2524.74739719
4,2,4,7,3107.89999986,1399463498.91,426/EV644NT,6888.67010963
3,2,5,3,1289.26999998,1399465358.35,006/ET648WT,3899.43773809
5,4,7,3,1923.01999998,1399464745.01,483/EV320TP,3654.15748955
5,4,5,3,2168.67999983,1399464520.16,079/ET721WT,1699.13747154
6,4,2,3,1984.66000009,1399464724.6,218/ET860WT,7214.96252273
6,4,6,3,2005.1099999,1399464765.41,342/EV525NT,1667.03043678
3,4,5,3,2638.53999996,1399464152.41,326/EV517NT,4290.42845628
3,5,3,5,3578.69000006,1399463253.09,196/ET838WT,272.710228378
6,5,7,6,1309.89999986,1399465562.72,365/EV584NT,2752.5408572
7,5,7,5,1902.94000006,1399465030.98,112/ET754WT,12.1695858468
6,4,7,5,3006.06999993,1399463948.26,047/ET689WT,1665.33628773
7,3,7,3,3067.29999995,1399463887.03,282/ET924WT,1355.21838506
5,4,5,7,1657.32999992,1399465297.0,164/ET806WT,4717.4654588
5,4,6,6,1391.5999999,1399465583.13,206/ET848WT,4030.01923087
7,6,6,4,2066.26999998,1399464949.28,472/EV309TP,3418.54426411
6,3,7,4,1984.61000013,1399465051.36,176/ET818WT,2521.90591459
5,3,6,3,1370.42000008,1399465747.33,110/ET752WT,2658.71800717
6,6,6,6,4438.81000018,1399462780.84,279/ET921WT,207.781857989
7,4,7,3,572.03000021,1399466647.62,433/EV651NT,1005.36671468
4,7,4,7,4027.80999994,1399463212.25,157/ET799WT,388.236325946
5,4,8,3,1227.20000005,1399466094.73,155/ET797WT,4385.27892564
8,7,8,7,1145.49000001,1399466196.84,471/EV308TP,49.692608308
5,7,4,6,653.450000048,1399466709.26,312/EV497NT,1694.42464008
6,4,6,4,7219.44000006,1399460163.7,146/ET788WT,41.1336640287
6,2,7,4,3087.6099999,1399464356.68,205/ET847WT,2901.73769163
3,4,5,3,2269.94000006,1399465194.78,211/ET853WT,3943.07984238
7,3,7,3,2106.37000012,1399465358.35,100/ET742WT,606.644693615
6,8,6,8,346.970000029,1399467117.75,371/EV590NT,128.390352917
5,4,5,4,2372.47000003,1399465092.25,425/EV643NT,31.1865255507
6,3,6,6,3434.77999997,1399464193.23,272/ET914WT,4266.60717015
7,3,6,6,1431.17000008,1399466196.84,340/EV514NT,4908.82152838
7,4,7,4,2597.02999997,1399465030.98,465/EV302TP,847.418121741
7,3,6,4,1839.8599999,1399465788.15,484/EV321TP,2299.99412312
5,3,6,5,2044.94000006,1399465624.22,479/EV316TP,2321.30540722
5,4,7,4,1348.20000005,1399466382.29,165/ET807WT,3381.71104088
4,5,5,4,1470.99000001,1399466320.82,090/ET732WT,3078.66150188
5,6,6,3,1839.95000005,1399465951.86,163/ET805WT,5052.14502086
6,3,6,1,1962.87999988,1399465849.38,265/ET907WT,3822.74300925
6,2,4,3,2229.08000016,1399465603.59,336/EV529NT,3284.7478174
5,4,6,4,1593.56999993,1399466279.97,237/ET879WT,903.42421724
3,4,3,4,1697.11000013,1399466196.84,068/ET710WT,705.145909892
4,7,6,4,4129.37999988,1399463805.4,052/ET694WT,5587.26628561
4,3,4,3,1942.1500001,1399466094.73,134/ET776WT,154.97135434
4,5,5,3,2391.62999988,1399465665.71,289/ET931WT,3606.34436765
5,2,5,5,5296.90999985,1399462760.43,408/EV298TP,5763.39847999
6,3,4,3,1860.5,1399466196.84,387/EV606NT,5140.2560555
6,2,6,4,1839.62999988,1399466238.4,046/ET688WT,2924.69288284
6,2,4,4,1736.55999994,1399466341.47,482/EV319TP,5094.0402732
5,3,7,4,4865.75999999,1399463253.09,221/ET863WT,3795.92202851
6,5,5,4,2269.71000004,1399465910.71,132/ET774WT,2037.17159719
6,4,6,4,6155.52999997,1399462127.02,108/ET750WT,461.195484921
8,3,5,4,2658.32999992,1399465624.22,286/ET928WT,5185.08339944
6,5,6,5,1307.81999993,1399466974.73,489/EV325TP,1998.50666952
7,3,8,3,1839.01999998,1399466504.79,102/ET744WT,1819.86837831
5,4,5,4,4130.16999984,1399464213.64,113/ET755WT,787.924063735
5,3,4,4,715.419999838,1399467771.4,006/ET648WT,990.884736427
5,4,5,4,2269.56999993,1399466217.25,473/EV310TP,1366.45421888
6,0,6,3,2043.28999996,1399466443.53,037/ET679WT,4788.89780308
1,2,1,4,1859.6099999,1399466627.21,366/EV585NT,1807.09238522
7,5,7,3,1409.99000001,1399467097.3,112/ET754WT,3743.25131663
5,4,4,6,2412.56999993,1399466135.55,119/ET761WT,3884.83306412
5,2,5,4,1348.8499999,1399467199.27,043/ET685WT,3090.83493603
6,6,2,4,3496.75999999,1399465051.36,008/ET650WT,8268.09762908
5,1,6,2,1348.8499999,1399467199.27,344/EV523NT,2783.27614795
6,4,6,4,7076.04999995,1399461472.07,446/EV664NT,158.861243364
4,4,4,2,1736.75,1399466831.78,355/EV574NT,2783.48455046
8,3,6,5,1512.13999987,1399467056.39,431/EV649NT,4446.67129481
6,3,4,2,1757.18000007,1399466872.62,033/ET675WT,4584.66726629
3,3,4,4,2535.06999993,1399466094.73,360/EV579NT,1575.43753259
3,4,1,2,674.690000057,1399468016.45,331/EV502NT,3874.24285316
6,4,6,4,1859.27999997,1399466933.92,330/EV520NT,998.514649253
6,4,7,3,1287.66000009,1399467505.54,335/EV527NT,3389.22071931
6,3,6,3,4252.63999987,1399464560.97,096/ET738WT,759.254078952
6,0,6,0,1900.11999989,1399466913.49,017/ET659WT,668.567040131
6,2,7,2,2024.63000011,1399466872.62,487/EV323TP,973.507247027
7,1,7,2,1268.93000007,1399467710.07,193/ET835WT,2142.18698486
6,3,6,3,962.549999952,1399468016.45,342/EV525NT,1195.29725174
1,3,1,4,10082.1800001,1399458896.82,411/EV629NT,176.1232612
7,5,8,3,1412.22000003,1399467607.6,318/EV513NT,2893.91949878
4,4,4,3,1371.04999995,1399467730.49,480/EV317TP,1285.72959137
6,4,7,6,1227.97999978,1399467914.38,402/EV621NT,2846.81777375
2,4,6,3,2351.40999985,1399466852.21,093/ET735WT,8969.39815764
5,7,7,5,1290.86999989,1399468016.45,061/ET703WT,6070.9321792
7,5,8,6,963.50999999,1399468343.81,064/ET706WT,2142.73214446
4,3,6,3,2108.04999995,1399467199.27,039/ET681WT,2913.52370138
7,5,5,3,2067.26999998,1399467240.06,382/EV601NT,4164.0620309
6,0,6,0,347.380000114,1399734139.01,329/EV519NT,713.86126402
5,5,6,6,817.049999952,1399734425.14,443/EV661NT,1741.46732514
1,3,2,4,1307.49000001,1399734118.57,444/EV662NT,2980.22933173
6,2,7,2,776.600000143,1399734690.59,027/ET669WT,1675.97607019
4,6,4,5,1001.21999979,1399734486.39,233/ET875WT,1525.21186854
3,2,1,3,899.169999838,1399734649.7,052/ET694WT,5340.98147572
5,3,5,4,899.110000134,1399734690.59,150/ET792WT,1505.32203806
7,1,6,2,470.059999943,1399735180.88,464/EV301TP,1984.27933875
4,7,4,7,490.430000067,1399735221.78,289/ET931WT,295.890452332
6,4,6,6,1287.06999993,1399734425.14,038/ET680WT,3771.13760275
6,4,6,5,980.570000172,1399734792.87,212/ET854WT,525.832176966
6,5,5,3,1184.98000002,1399734588.46,392/EV611NT,2834.90912542
2,4,2,4,1103.26999998,1399734711.01,344/EV523NT,590.169275682
6,4,5,6,1552.51999998,1399734282.17,086/ET728WT,3094.57019438
7,6,5,4,1654.88999987,1399734220.69,088/ET730WT,5622.94149267
5,5,5,6,1246.28999996,1399734629.29,359/EV578NT,2309.69299549
1,3,2,4,674.220000029,1399735221.78,223/ET865WT,1912.3765882
4,2,5,4,1593.41999984,1399734343.42,161/ET803WT,4498.36889551
5,3,4,3,674.680000067,1399735364.78,440/EV658NT,391.632858837
3,4,1,2,695.089999914,1399735364.78,178/ET820WT,3749.12205532
1,4,4,7,1553.23000002,1399734588.46,108/ET750WT,6724.8970564
1,3,2,3,1675.73000002,1399734465.96,250/ET892WT,1526.37830633
2,3,2,4,1246.61999989,1399734915.49,446/EV664NT,2523.29171678
3,2,3,3,470.470000029,1399735773.44,262/ET904WT,623.833072704
6,7,6,6,1022.01999998,1399735283.13,395/EV614NT,1666.94047423
5,5,5,4,1900.41000009,1399734445.55,288/ET930WT,1986.66484002
6,6,8,6,1512.15999985,1399734854.21,097/ET739WT,2917.63717838
6,1,7,6,1696.19000006,1399734751.85,283/ET925WT,7504.35146667
4,3,4,4,695.00999999,1399735773.44,456/EV673NT,1398.53899653
6,4,5,5,1614.23000002,1399734854.22,470/EV307TP,2422.82336418
6,4,5,6,1246.73000002,1399735242.19,352/EV571NT,2388.81760009
6,3,8,3,2125.63999987,1399734404.71,301/ET943WT,4097.68617909
5,4,5,5,1063.21000004,1399735487.61,461/EV678NT,2101.8638819
6,3,6,4,2227.7900002,1399734363.85,325/EV524NT,1538.90043135
6,4,7,6,879.480000019,1399735732.62,118/ET760WT,3271.66617979
6,6,6,7,2044.04999995,1399734568.05,186/ET828WT,2315.27603388
4,6,4,7,1982.80999994,1399734629.29,104/ET746WT,1872.31290142
8,3,6,5,818.25,1399735793.85,319/EV505NT,3937.23079723
6,4,7,4,1839.61999989,1399734833.71,324/EV512NT,2669.68358076
3,4,3,4,776.980000019,1399735978.17,091/ET733WT,703.883487096
7,3,7,4,2166.69000006,1399734588.46,114/ET756WT,1286.32654386
6,4,6,3,1798.84000015,1399734956.31,234/ET876WT,2284.24783163
5,5,5,3,2105.45000005,1399734649.7,291/ET933WT,3136.17621169
4,3,4,4,1578.42000008,1399735364.78,378/EV597NT,1747.48267795
4,3,5,3,883.330000162,1399736059.87,440/EV658NT,752.343131538
1,3,3,3,1251.4000001,1399735691.8,438/EV656NT,4476.08769855
6,6,6,7,944.600000143,1399736059.87,171/ET813WT,2146.82600289
7,5,7,6,2681.48000002,1399734323.0,035/ET677WT,119.448040413
5,6,4,5,2701.86999989,1399734343.42,371/EV590NT,1516.4620978
6,6,4,6,2599.74000001,1399734445.55,415/EV633NT,3706.96417804
3,5,5,4,883.039999962,1399736223.49,162/ET804WT,4131.91861228
7,6,6,6,351.019999981,1399736816.76,283/ET925WT,366.946455759
3,4,5,6,1986.89999986,1399735180.88,215/ET857WT,6192.5305178
4,4,5,3,2354.49000001,1399734833.71,316/EV516NT,2612.96627232
6,8,6,7,1884.67000008,1399735364.78,022/ET664WT,1115.44993379
6,6,5,6,1209.99000001,1399736039.46,225/ET867WT,1186.032979
5,3,4,2,657.809999943,1399736591.64,216/ET858WT,2504.47243088
6,5,5,4,3110.46000004,1399734179.84,322/EV498NT,922.756083087
6,7,7,2,1537.32000017,1399735793.85,340/EV514NT,7749.10611614
6,3,6,2,1353.0,1399735978.17,383/EV602NT,1469.31153949
2,4,5,6,1945.93000007,1399735385.24,458/EV675NT,7254.04338651
5,3,4,3,759.980000019,1399736693.74,165/ET807WT,2030.49598244
5,6,5,5,1475.54999995,1399735978.17,315/EV508NT,1848.86170891
6,6,7,6,985.269999981,1399736468.45,379/EV598NT,2270.26927582
5,3,5,4,1578.11999989,1399735916.43,373/EV592NT,1682.81940788
6,3,6,3,2272.76999998,1399735242.19,312/EV497NT,1108.77859146
8,3,8,4,245.090000153,1399737269.87,338/EV535NT,194.691486731
6,4,6,5,1557.20000005,1399735998.58,115/ET757WT,2130.23335638
6,4,6,3,1128.14999986,1399736427.63,365/EV584NT,936.782293379
5,3,6,6,2415.73000002,1399735160.46,045/ET687WT,4410.50942491
2,3,1,4,1884.3900001,1399735691.8,343/EV526NT,918.715100193
5,3,3,3,759.430000067,1399736816.76,406/EV625NT,3036.60730992
4,4,4,2,1925.23000002,1399735691.8,211/ET853WT,3180.77949576
5,3,5,5,1516.29999995,1399736121.14,392/EV611NT,2379.38250832
6,3,8,4,2987.69000006,1399734690.59,416/EV634NT,4396.0023421
5,4,5,3,1086.60000014,1399736612.1,126/ET768WT,1767.94649281
4,5,4,4,653.450000048,1399737086.11,272/ET914WT,1601.15803949
4,6,4,6,1434.42000008,1399736325.55,146/ET788WT,753.110802244
4,3,2,6,1311.94000006,1399736468.45,151/ET793WT,4411.56007468
6,2,6,2,1270.49000001,1399736530.36,402/EV621NT,605.034231687
6,2,7,7,2190.72000003,1399735630.54,202/ET844WT,8096.00137169
4,6,6,4,2497.32999992,1399735364.78,326/EV517NT,4543.01250322
3,4,2,4,2497.32999992,1399735364.78,454/EV671NT,2185.34830425
6,6,7,6,755.590000153,1399737147.36,038/ET680WT,978.813435411
5,6,5,6,898.529999971,1399737045.29,086/ET728WT,1997.84705569
5,3,5,4,1352.17999983,1399736591.64,347/EV533NT,1416.22444794
6,4,6,6,1781.73000002,1399736345.96,310/EV490NT,4182.13330117
6,2,6,3,1372.53999996,1399736755.15,464/EV301TP,2548.24767119
7,7,4,6,1536.00999999,1399736612.1,333/EV518NT,7014.03660533
2,4,4,7,1164.05999994,1399736984.05,446/EV664NT,4912.33150307
5,6,7,3,2660.48000002,1399735569.29,057/ET699WT,7000.03218931
1,4,2,5,919.059999943,1399737310.71,076/ET718WT,2250.13161145
1,5,2,4,449.339999914,1399737821.26,299/ET941WT,1712.18618055
5,5,7,4,1535.50999999,1399736816.76,461/EV678NT,2646.48695235
7,3,6,3,1801.45000005,1399736571.23,213/ET855WT,1832.17040346
6,2,4,2,2476.67999983,1399735916.42,246/ET888WT,5047.0469382
4,7,4,4,2680.96000004,1399735753.03,289/ET931WT,3975.64515092
6,0,5,3,1575.82999992,1399736898.99,243/ET885WT,6098.59462171
7,7,7,6,3191.77999997,1399735303.54,029/ET671WT,909.184643199
7,0,7,0,1511.25,1399737004.48,445/EV663NT,561.219632996
7,3,6,3,694.470000029,1399737841.69,133/ET775WT,2405.91897028
